Year,Water_Account_Identifier,Eligible,Enrolled
2020,1373,Yes,Yes
2020,1374,No,No
2020,1375,No,No
2020,1376,No,No
2020,1377,No,No
2020,1378,No,No
2020,1379,No,No
2020,1380,Yes,Yes
2020,1381,No,No
2020,1382,No,No
2020,1383,No,No
2020,1384,No,No
2020,1385,No,No
2020,1386,Yes,Yes
2020,1387,Yes,Yes
2020,1388,No,No
2020,1389,Yes,Yes
2020,1390,No,No
2020,1391,No,No
2020,1392,No,No
2020,1393,No,No
2020,1394,No,No
2020,1395,No,No
2020,1396,No,No
2020,1397,No,No
2020,1398,Yes,Yes
2020,1399,Yes,Yes
2020,1400,No,No
2020,1401,No,No
2020,1402,No,No
2020,1403,No,No
2020,1404,No,No
2020,1405,Yes,Yes
2020,1406,No,No
2020,1407,No,No
2020,1408,No,No
2020,1409,No,No
2020,1410,No,No
2020,1411,Yes,Yes
2020,1412,Yes,Yes
2020,1413,No,No
2020,1414,No,No
2020,1415,No,No
2020,1416,No,No
2020,1417,No,No
2020,1418,Yes,Yes
2020,1419,No,No
2020,1420,No,No
2020,1421,No,No
2020,1422,No,No
2020,1423,No,No
2020,1424,No,No
2020,1425,No,No
2020,1426,No,No
2020,1427,No,No
2020,1428,No,No
2020,1429,No,No
2020,1430,No,No
2020,1431,No,No
2020,1432,No,No
2020,1433,No,No
2020,1434,Yes,Yes
2020,1435,Yes,Yes
2020,1436,Yes,Yes
2020,1437,No,No
2020,1438,Yes,Yes
2020,1439,No,No
2020,1440,No,No
2020,1441,No,No
2020,1442,No,No
2020,1443,No,No
2020,1444,Yes,Yes
2020,1445,No,No
2020,1446,No,No
2020,1447,Yes,Yes
2020,1448,No,No
2020,1449,No,No
2020,1450,No,No
2020,1451,Yes,Yes
2020,1452,No,No
2020,1453,No,No
2020,1454,No,No
2020,1455,No,No
2020,1456,No,No
2020,1457,No,No
2020,1458,No,No
2020,1459,No,No
2020,1460,No,No
2020,1461,No,No
2020,1462,Yes,Yes
2020,1463,No,No
2020,1464,No,No
2020,1465,No,No
2020,1466,No,No
2020,1467,No,No
2020,1468,No,No
2020,1469,No,No
2020,1470,Yes,Yes
2020,1471,No,No
2020,1472,No,No
2020,1473,No,No
2020,1474,No,No
2020,1475,No,No
2020,1476,No,No
2020,1477,Yes,Yes
2020,1478,No,No
2020,1479,No,No
2020,1480,No,No
2020,1481,No,No
2020,1482,No,No
2020,1483,No,No
2020,1484,No,No
2020,1485,No,No
2020,1486,Yes,Yes
2020,1487,No,No
2020,1488,Yes,Yes
2020,1489,Yes,Yes
2020,1490,Yes,Yes
2020,1491,No,No
2020,1492,No,No
2020,1493,Yes,Yes
2020,1494,No,No
2020,1495,Yes,Yes
2020,1496,No,No
2020,1497,No,No
2020,1498,No,No
2020,1499,No,No
2020,1500,No,No
2020,1501,No,No
2020,1502,No,No
2020,1503,No,No
2020,1504,No,No
2020,1505,No,No
2020,1506,No,No
2020,1507,No,No
2020,1508,No,No
2020,1509,No,No
2020,1510,No,No
2020,1511,No,No
2020,1512,No,No
2020,1513,Yes,Yes
2020,1514,No,No
2020,1515,No,No
2020,1516,Yes,Yes
2020,1517,No,No
2020,1518,No,No
2020,1519,Yes,Yes
2020,1520,No,No
2020,1521,No,No
2020,1522,No,No
2020,1523,No,No
2020,1524,No,No
2020,1525,No,No
2020,1526,No,No
2020,1527,No,No
2020,1528,Yes,Yes
2020,1529,No,No
2020,1530,No,No
2020,1531,No,No
2020,1532,No,No
2020,1533,No,No
2020,1534,No,No
2020,1535,No,No
2020,1536,No,No
2020,1537,No,No
2020,1538,No,No
2020,1539,Yes,Yes
2020,1540,Yes,Yes
2020,1541,No,No
2020,1542,No,No
2020,1543,Yes,Yes
2020,1544,Yes,Yes
2020,1545,No,No
2020,1546,Yes,Yes
2020,1547,No,No
2020,1548,No,No
2020,1549,Yes,Yes
2020,1550,Yes,Yes
2020,1551,Yes,Yes
2020,1552,No,No
2020,1553,No,No
2020,1554,Yes,Yes
2020,1555,No,No
2020,1556,No,No
2020,1557,No,No
2020,1558,No,No
2020,1559,Yes,Yes
2020,1560,Yes,Yes
2020,1561,No,No
2020,1562,No,No
2020,1563,Yes,Yes
2020,1564,No,No
2020,1565,No,No
2020,1566,No,No
2020,1567,Yes,Yes
2020,1568,No,No
2020,1569,No,No
2020,1570,No,No
2020,1571,No,No
2020,1572,No,No
2020,1573,Yes,Yes
2020,1574,No,No
2020,1575,No,No
2020,1576,No,No
2020,1577,No,No
2020,1578,No,No
2020,1579,No,No
2020,1580,No,No
2020,1581,No,No
2020,1582,No,No
2020,1583,No,No
2020,1584,No,No
2020,1585,No,No
2020,1586,Yes,Yes
2020,1587,No,No
2020,1588,No,No
2020,1589,Yes,Yes
2020,1590,Yes,Yes
2020,1591,No,No
2020,1592,No,No
2020,1593,No,No
2020,1594,No,No
2020,1595,No,No
2020,1596,Yes,Yes
2020,1597,Yes,Yes
2020,1598,No,No
2020,1599,No,No
2020,1600,No,No
2020,1601,Yes,Yes
2020,1602,No,No
2020,1603,No,No
2020,1604,Yes,Yes
2020,1605,Yes,Yes
2020,1606,No,No
2020,1607,Yes,Yes
2020,1608,No,No
2020,1609,No,No
2020,1610,No,No
2020,1611,No,No
2020,1612,Yes,Yes
2020,1613,No,No
2020,1614,Yes,Yes
2020,1615,No,No
2020,1616,No,No
2020,1617,No,No
2020,1618,No,No
2020,1619,Yes,Yes
2020,1620,No,No
2020,1621,No,No
2020,1622,No,No
2020,1623,No,No
2020,1624,Yes,Yes
2020,1625,No,No
2020,1626,No,No
2020,1627,No,No
2020,1628,Yes,Yes
2020,1629,Yes,Yes
2020,1630,No,No
2020,1631,No,No
2020,1632,No,No
2020,1633,No,No
2020,1634,No,No
2020,1635,No,No
2020,1636,Yes,Yes
2020,1637,No,No
2020,1638,No,No
2020,1639,No,No
2020,1640,No,No
2020,1641,Yes,Yes
2020,1642,Yes,Yes
2020,1643,No,No
2020,1644,No,No
2020,1645,No,No
2020,1646,No,No
2020,1647,No,No
2020,1648,No,No
2020,1649,No,No
2020,1650,No,No
2020,1651,No,No
2020,1652,No,No
2020,1653,No,No
2020,1654,Yes,Yes
2020,1655,No,No
2020,1656,Yes,Yes
2020,1657,No,No
2020,1658,No,No
2020,1659,No,No
2020,1660,Yes,Yes
2020,1661,No,No
2020,1662,Yes,Yes
2020,1663,Yes,Yes
2020,1664,Yes,Yes
2020,1665,No,No
2020,1666,No,No
2020,1667,No,No
2020,1668,No,No
2020,1669,No,No
2020,1670,No,No
2020,1671,No,No
2020,1672,No,No
2020,1673,Yes,Yes
2020,1674,No,No
2020,1675,No,No
2020,1676,Yes,Yes
2020,1677,No,No
2020,1678,No,No
2020,1679,Yes,Yes
2020,1680,No,No
2020,1681,No,No
2020,1682,No,No
2020,1683,No,No
2020,1684,No,No
2020,1685,No,No
2020,1686,No,No
2020,1687,Yes,Yes
2020,1688,No,No
2020,1689,No,No
2020,1690,No,No
2020,1691,Yes,Yes
2020,1692,No,No
2020,1693,No,No
2020,1694,No,No
2020,1695,No,No
2020,1696,No,No
2020,1697,No,No
2020,1698,No,No
2020,1699,Yes,Yes
2020,1700,Yes,Yes
2020,1701,No,No
2020,1702,No,No
2020,1703,No,No
2020,1704,No,No
2020,1705,No,No
2020,1706,No,No
2020,1707,No,No
2020,1708,No,No
2020,1709,Yes,Yes
2020,1710,No,No
2020,1711,No,No
2020,1712,No,No
2020,1713,Yes,Yes
2020,1714,No,No
2020,1715,No,No
2020,1716,No,No
2020,1717,No,No
2020,1718,No,No
2020,1719,No,No
2020,1720,No,No
2020,1721,No,No
2020,1722,No,No
2020,1723,Yes,Yes
2020,1724,No,No
2020,1725,Yes,Yes
2020,1726,Yes,Yes
2020,1727,No,No
2020,1728,No,No
2020,1729,Yes,Yes
2020,1730,No,No
2020,1731,Yes,Yes
2020,1732,No,No
2020,1733,No,No
2020,1734,No,No
2020,1735,No,No
2020,1736,No,No
2020,1737,No,No
2020,1738,Yes,Yes
2020,1739,No,No
2020,1740,No,No
2020,1741,No,No
2020,1742,No,No
2020,1743,No,No
2020,1744,No,No
2020,1745,No,No
2020,1746,No,No
2020,1747,No,No
2020,1748,No,No
2020,1749,No,No
2020,1750,No,No
2020,1751,No,No
2020,1752,No,No
2020,1753,No,No
2020,1754,Yes,Yes
2020,1755,No,No
2020,1756,No,No
2020,1757,No,No
2020,1758,No,No
2020,1759,No,No
2020,1760,No,No
2020,1761,Yes,Yes
2020,1762,Yes,Yes
2020,1763,No,No
2020,1764,No,No
2020,1765,No,No
2020,1766,No,No
2020,1767,No,No
2020,1768,No,No
2020,1769,No,No
2020,1770,No,No
2020,1771,No,No
2020,1772,No,No
2020,1773,No,No
2020,1774,No,No
2020,1775,No,No
2020,1776,No,No
2020,1777,No,No
2020,1778,No,No
2020,1779,Yes,Yes
2020,1780,No,No
2020,1781,Yes,Yes
2020,1782,No,No
2020,1783,No,No
2020,1784,Yes,Yes
2020,1785,No,No
2020,1786,Yes,Yes
2020,1787,No,No
2020,1788,No,No
2020,1789,No,No
2020,1790,No,No
2020,1791,No,No
2020,1792,No,No
2020,1793,No,No
2020,1794,No,No
2020,1795,Yes,Yes
2020,1796,No,No
2020,1797,No,No
2020,1798,No,No
2020,1799,No,No
2020,1800,No,No
2020,1801,No,No
2020,1802,No,No
2020,1803,No,No
2020,1804,Yes,Yes
2020,1805,No,No
2020,1806,No,No
2020,1807,No,No
2020,1808,Yes,Yes
2020,1809,No,No
2020,1810,Yes,Yes
2020,1811,Yes,Yes
2020,1812,No,No
2020,1813,No,No
2020,1814,No,No
2020,1815,No,No
2020,1816,No,No
2020,1817,No,No
2020,1818,No,No
2020,1819,No,No
2020,1820,No,No
2020,1821,No,No
2020,1822,Yes,Yes
2020,1823,No,No
2020,1824,No,No
2020,1825,No,No
2020,1826,No,No
2020,1827,No,No
2020,1828,No,No
2020,1829,No,No
2020,1830,No,No
2020,1831,No,No
2020,1832,No,No
2020,1833,No,No
2020,1834,No,No
2020,1835,No,No
2020,1836,No,No
2020,1837,No,No
2020,1838,Yes,Yes
2020,1839,Yes,Yes
2020,1840,No,No
2020,1841,Yes,Yes
2020,1842,No,No
2020,1843,No,No
2020,1844,No,No
2020,1845,No,No
2020,1846,Yes,Yes
2020,1847,No,No
2020,1848,No,No
2020,1849,No,No
2020,1850,No,No
2020,1851,No,No
2020,1852,No,No
2020,1853,No,No
2020,1854,No,No
2020,1855,No,No
2020,1856,Yes,Yes
2020,1857,No,No
2020,1858,No,No
2020,1859,No,No
2020,1860,No,No
2020,1861,No,No
2020,1862,No,No
2020,1863,No,No
2020,1864,No,No
2020,1865,No,No
2020,1866,No,No
2020,1867,No,No
2020,1868,No,No
2020,1869,No,No
2020,1870,No,No
2020,1871,No,No
2020,1872,No,No
2020,1873,Yes,Yes
2020,1874,No,No
2020,1875,No,No
2020,1876,No,No
2020,1877,No,No
2020,1878,No,No
2020,1879,No,No
2020,1880,No,No
2020,1881,No,No
2020,1882,No,No
2020,1883,No,No
2020,1884,Yes,Yes
2020,1885,No,No
2020,1886,No,No
2020,1887,Yes,Yes
2020,1888,No,No
2020,1889,No,No
2020,1890,No,No
2020,1891,No,No
2020,1892,Yes,Yes
2020,1893,Yes,Yes
2020,1894,Yes,Yes
2020,1895,No,No
2020,1896,No,No
2020,1897,No,No
2020,1898,No,No
2020,1899,No,No
2020,1900,No,No
2020,1901,No,No
2020,1902,No,No
2020,1903,No,No
2020,1904,Yes,Yes
2020,1905,No,No
2020,1906,No,No
2020,1907,Yes,Yes
2020,1908,No,No
2020,1909,No,No
2020,1910,No,No
2020,1911,Yes,Yes
2020,1912,Yes,Yes
2020,1913,No,No
2020,1914,Yes,Yes
2020,1915,No,No
2020,1916,No,No
2020,1917,No,No
2020,1918,Yes,Yes
2020,1919,No,No
2020,1920,Yes,Yes
2020,1921,No,No
2020,1922,No,No
2020,1923,No,No
2020,1924,No,No
2020,1925,Yes,Yes
2020,1926,No,No
2020,1927,No,No
2020,1928,No,No
2020,1929,No,No
2020,1930,No,No
2020,1931,No,No
2020,1932,No,No
2020,1933,No,No
2020,1934,No,No
2020,1935,Yes,Yes
2020,1936,No,No
2020,1937,Yes,Yes
2020,1938,No,No
2020,1939,No,No
2020,1940,No,No
2020,1941,No,No
2020,1942,No,No
2020,1943,No,No
2020,1944,No,No
2020,1945,No,No
2020,1946,No,No
2020,1947,No,No
2020,1948,Yes,Yes
2020,1949,Yes,Yes
2020,1950,No,No
2020,1951,No,No
2020,1952,No,No
2020,1953,Yes,Yes
2020,1954,No,No
2020,1955,No,No
2020,1956,No,No
2020,1957,Yes,Yes
2020,1958,Yes,Yes
2020,1959,No,No
2020,1960,No,No
2020,1961,No,No
2020,1962,Yes,Yes
2020,1963,No,No
2020,1964,No,No
2020,1965,No,No
2020,1966,No,No
2020,1967,No,No
2020,1968,No,No
2020,1969,No,No
2020,1970,No,No
2020,1971,No,No
2020,1972,Yes,Yes
2020,1973,Yes,Yes
2020,1974,No,No
2020,1975,No,No
2020,1976,Yes,Yes
2020,1977,No,No
2020,1978,No,No
2020,1979,No,No
2020,1980,No,No
2020,1981,No,No
2020,1982,Yes,Yes
2020,1983,No,No
2020,1984,Yes,Yes
2020,1985,No,No
2020,1986,No,No
2020,1987,No,No
2020,1988,Yes,Yes
2020,1989,No,No
2020,1990,Yes,Yes
2020,1991,No,No
2020,1992,No,No
2020,1993,Yes,Yes
2020,1994,No,No
2020,1995,No,No
2020,1996,No,No
2020,1997,No,No
2020,1998,Yes,Yes
2020,1999,No,No
2020,2000,No,No
2020,2001,No,No
2020,2002,No,No
2020,2003,No,No
2020,2004,Yes,Yes
2020,2005,No,No
2020,2006,No,No
2020,2007,No,No
2020,2008,No,No
2020,2009,No,No
2020,2010,Yes,Yes
2020,2011,No,No
2020,2012,No,No
2020,2013,No,No
2020,2014,No,No
2020,2015,No,No
2020,2016,No,No
2020,2017,No,No
2020,2018,No,No
2020,2019,No,No
2020,2020,No,No
2020,2021,No,No
2020,2022,No,No
2020,2023,No,No
2020,2024,Yes,Yes
2020,2025,Yes,Yes
2020,2026,Yes,Yes
2020,2027,Yes,Yes
2020,2028,No,No
2020,2029,No,No
2020,2030,No,No
2020,2031,Yes,Yes
2020,2032,No,No
2020,2033,Yes,Yes
2020,2034,No,No
2020,2035,No,No
2020,2036,No,No
2020,2037,No,No
2020,2038,No,No
2020,2039,No,No
2020,2040,No,No
2020,2041,No,No
2020,2042,No,No
2020,2043,No,No
2020,2044,No,No
2020,2045,No,No
2020,2046,Yes,Yes
2020,2047,No,No
2020,2048,No,No
2020,2049,No,No
2020,2050,No,No
2020,2051,No,No
2020,2052,Yes,Yes
2020,2053,No,No
2020,2054,Yes,Yes
2020,2055,No,No
2020,2056,No,No
2020,2057,No,No
2020,2058,No,No
2020,2059,No,No
2020,2060,No,No
2020,2061,Yes,Yes
2020,2062,No,No
2020,2063,Yes,Yes
2020,2064,No,No
2020,2065,No,No
2020,2066,Yes,Yes
2020,2067,Yes,Yes
2020,2068,No,No
2020,2069,No,No
2020,2070,No,No
2020,2071,No,No
2020,2072,No,No
2020,2073,No,No
2020,2074,No,No
2020,2075,No,No
2020,2076,No,No
2020,2077,Yes,Yes
2020,2078,No,No
2020,2079,No,No
2020,2080,No,No
2020,2081,No,No
2020,2082,No,No
2020,2083,No,No
2020,2084,No,No
2020,2085,No,No
2020,2086,No,No
2020,2087,No,No
2020,2088,No,No
2020,2089,Yes,Yes
2020,2090,No,No
2020,2091,No,No
2020,2092,No,No
2020,2093,Yes,Yes
2020,2094,No,No
2020,2095,No,No
2020,2096,No,No
2020,2097,No,No
2020,2098,No,No
2020,2099,No,No
2020,2100,No,No
2020,2101,No,No
2020,2102,No,No
2020,2103,No,No
2020,2104,Yes,Yes
2020,2105,No,No
2020,2106,No,No
2020,2107,No,No
2020,2108,No,No
2020,2109,No,No
2020,2110,No,No
2020,2111,No,No
2020,2112,No,No
2020,2113,No,No
2020,2114,No,No
2020,2115,Yes,Yes
2020,2116,No,No
2020,2117,No,No
2020,2118,Yes,Yes
2020,2119,Yes,Yes
2020,2120,No,No
2020,2121,No,No
2020,2122,No,No
2020,2123,No,No
2020,2124,No,No
2020,2125,No,No
2020,2126,No,No
2020,2127,No,No
2020,2128,No,No
2020,2129,No,No
2020,2130,Yes,Yes
2020,2131,No,No
2020,2132,No,No
2020,2133,No,No
2020,2134,No,No
2020,2135,No,No
2020,2136,No,No
2020,2137,Yes,Yes
2020,2138,No,No
2020,2139,No,No
2020,2140,No,No
2020,2141,No,No
2020,2142,No,No
2020,2143,No,No
2020,2144,Yes,Yes
2020,2145,No,No
2020,2146,Yes,Yes
2020,2147,No,No
2020,2148,No,No
2020,2149,No,No
2020,2150,No,No
2020,2151,No,No
2020,2152,No,No
2020,2153,Yes,Yes
2020,2154,No,No
2020,2155,No,No
2020,2156,No,No
2020,2157,No,No
2020,2158,Yes,Yes
2020,2159,No,No
2020,2160,Yes,Yes
2020,2161,No,No
2020,2162,No,No
2020,2163,No,No
2020,2164,No,No
2020,2165,No,No
2020,2166,No,No
2020,2167,No,No
2020,2168,No,No
2020,2169,No,No
2020,2170,No,No
2020,2171,Yes,Yes
2020,2172,No,No
2020,2173,No,No
2020,2174,No,No
2020,2175,No,No
2020,2176,No,No
2020,2177,No,No
2020,2178,Yes,Yes
2020,2179,No,No
2020,2180,No,No
2020,2181,No,No
2020,2182,Yes,Yes
2020,2183,Yes,Yes
2020,2184,No,No
2020,2185,No,No
2020,2186,Yes,Yes
2020,2187,No,No
2020,2188,No,No
2020,2189,Yes,Yes
2020,2190,No,No
2020,2191,No,No
2020,2192,Yes,Yes
2020,2193,No,No
2020,2194,No,No
2020,2195,No,No
2020,2196,No,No
2020,2197,Yes,Yes
2020,2198,No,No
2020,2199,No,No
2020,2200,No,No
2020,2201,Yes,Yes
2020,2202,No,No
2020,2203,Yes,Yes
2020,2204,No,No
2020,2205,No,No
2020,2206,No,No
2020,2207,No,No
2020,2208,No,No
2020,2209,No,No
2020,2210,No,No
2020,2211,No,No
2020,2212,No,No
2020,2213,No,No
2020,2214,No,No
2020,2215,No,No
2020,2216,Yes,Yes
2020,2217,No,No
2020,2218,No,No
2020,2219,Yes,Yes
2020,2220,Yes,Yes
2020,2221,No,No
2020,2222,Yes,Yes
2020,2223,No,No
2020,2224,No,No
2020,2225,Yes,Yes
2020,2226,No,No
2020,2227,No,No
2020,2228,No,No
2020,2229,No,No
2020,2230,No,No
2020,2231,No,No
2020,2232,No,No
2020,2233,Yes,Yes
2020,2234,No,No
2020,2235,No,No
2020,2236,No,No
2020,2237,No,No
2020,2238,No,No
2020,2239,Yes,Yes
2020,2240,No,No
2020,2241,No,No
2020,2242,Yes,Yes
2020,2243,No,No
2020,2244,No,No
2020,2245,Yes,Yes
2020,2246,No,No
2020,2247,No,No
2020,2248,No,No
2020,2249,Yes,Yes
2020,2250,No,No
2020,2251,No,No
2020,2252,No,No
2020,2253,No,No
2020,2254,Yes,Yes
2020,2255,No,No
2020,2256,No,No
2020,2257,No,No
2020,2258,No,No
2020,2259,No,No
2020,2260,Yes,Yes
2020,2261,No,No
2020,2262,No,No
2020,2263,No,No
2020,2264,No,No
2020,2265,No,No
2020,2266,Yes,Yes
2020,2267,No,No
2020,2268,No,No
2020,2269,No,No
2020,2270,Yes,Yes
2020,2271,No,No
2020,2272,No,No
2020,2273,No,No
2020,2274,Yes,Yes
2020,2275,No,No
2020,2276,No,No
2020,2277,No,No
2020,2278,No,No
2020,2279,No,No
2020,2280,No,No
2020,2281,Yes,Yes
2020,2282,No,No
2020,2283,No,No
2020,2284,No,No
2020,2285,Yes,Yes
2020,2286,Yes,Yes
2020,2287,No,No
2020,2288,No,No
2020,2289,No,No
2020,2290,No,No
2020,2291,Yes,Yes
2020,2292,Yes,Yes
2020,2293,Yes,Yes
2020,2294,No,No
2020,2295,No,No
2020,2296,No,No
2020,2297,Yes,Yes
2020,2298,Yes,Yes
2020,2299,No,No
2020,2300,No,No
2020,2301,Yes,Yes
2020,2302,No,No
2020,2303,No,No
2020,2304,No,No
2020,2305,No,No
2020,2306,No,No
2020,2307,No,No
2020,2308,No,No
2020,2309,No,No
2020,2310,Yes,Yes
2020,2311,Yes,Yes
2020,2312,Yes,Yes
2020,2313,No,No
2020,2314,No,No
2020,2315,No,No
2020,2316,No,No
2020,2317,No,No
2020,2318,Yes,Yes
2020,2319,Yes,Yes
2020,2320,No,No
2020,2321,No,No
2020,2322,No,No
2020,2323,No,No
2020,2324,Yes,Yes
2020,2325,No,No
2020,2326,No,No
2020,2327,No,No
2020,2328,No,No
2020,2329,No,No
2020,2330,No,No
2020,2331,No,No
2020,2332,No,No
2020,2333,Yes,Yes
2020,2334,No,No
2020,2335,Yes,Yes
2020,2336,No,No
2020,2337,No,No
2020,2338,No,No
2020,2339,Yes,Yes
2020,2340,No,No
2020,2341,No,No
2020,2342,Yes,Yes
2020,2343,No,No
2020,2344,No,No
2020,2345,No,No
2020,2346,No,No
2020,2347,Yes,Yes
2020,2348,No,No
2020,2349,No,No
2020,2350,No,No
2020,2351,No,No
2020,2352,No,No
2020,2353,No,No
2020,2354,Yes,Yes
2020,2355,Yes,Yes
2020,2356,No,No
2020,2357,No,No
2020,2358,No,No
2020,2359,No,No
2020,2360,No,No
2020,2361,Yes,Yes
2020,2362,No,No
2020,2363,No,No
2020,2364,No,No
2020,2365,Yes,Yes
2020,2366,No,No
2020,2367,No,No
2020,2368,No,No
2020,2369,No,No
2020,2370,No,No
2020,2371,No,No
2020,2372,No,No
2020,2373,No,No
2020,2374,Yes,Yes
2020,2375,No,No
2020,2376,No,No
2020,2377,No,No
2020,2378,No,No
2020,2379,Yes,Yes
2020,2380,No,No
2020,2381,No,No
2020,2382,No,No
2020,2383,No,No
2020,2384,No,No
2020,2385,No,No
2020,2386,Yes,Yes
2020,2387,No,No
2020,2388,No,No
2020,2389,Yes,Yes
2020,2390,No,No
2020,2391,No,No
2020,2392,No,No
2020,2393,No,No
2020,2394,No,No
2020,2395,No,No
2020,2396,Yes,Yes
2020,2397,Yes,Yes
2020,2398,Yes,Yes
2020,2399,No,No
2020,2400,No,No
2020,2401,No,No
2020,2402,No,No
2020,2403,No,No
2020,2404,Yes,Yes
2020,2405,No,No
2020,2406,No,No
2020,2407,No,No
2020,2408,Yes,Yes
2020,2409,No,No
2020,2410,Yes,Yes
2020,2411,No,No
2020,2412,No,No
2020,2413,Yes,Yes
2020,2414,No,No
2020,2415,No,No
2020,2416,No,No
2020,2417,No,No
2020,2418,No,No
2020,2419,No,No
2020,2420,No,No
2020,2421,No,No
2020,2422,No,No
2020,2423,No,No
2020,2424,No,No
2020,2425,No,No
2020,2426,No,No
2020,2427,No,No
2020,2428,No,No
2020,2429,No,No
2020,2430,No,No
2020,2431,No,No
2020,2432,No,No
2020,2433,Yes,Yes
2020,2434,No,No
2020,2435,No,No
2020,2436,No,No
2020,2437,No,No
2020,2438,No,No
2020,2439,No,No
2020,2440,No,No
2020,2441,No,No
2020,2442,No,No
2020,2443,No,No
2020,2444,Yes,Yes
2020,2445,No,No
2020,2446,No,No
2020,2447,No,No
2020,2448,No,No
2020,2449,No,No
2020,2450,No,No
2020,2451,No,No
2020,2452,No,No
2020,2453,Yes,Yes
2020,2454,No,No
2020,2455,No,No
2020,2456,No,No
2020,2457,No,No
2020,2458,No,No
2020,2459,No,No
2020,2460,No,No
2020,2461,No,No
2020,2462,No,No
2020,2463,No,No
2020,2464,No,No
2020,2465,No,No
2020,2466,No,No
2020,2467,No,No
2020,2468,Yes,Yes
2020,2469,Yes,Yes
2020,2470,No,No
2020,2471,No,No
2020,2472,No,No
2020,2473,No,No
2020,2474,No,No
2020,2475,No,No
2020,2476,No,No
2020,2477,No,No
2020,2478,No,No
2020,2479,No,No
2020,2480,No,No
2020,2481,No,No
2020,2482,No,No
2020,2483,No,No
2020,2484,No,No
2020,2485,Yes,Yes
2020,2486,No,No
2020,2487,No,No
2020,2488,No,No
2020,2489,No,No
2020,2490,No,No
2020,2491,No,No
2020,2492,No,No
2020,2493,Yes,Yes
2020,2494,No,No
2020,2495,No,No
2020,2496,No,No
2020,2497,No,No
2020,2498,No,No
2020,2499,Yes,Yes
2020,2500,No,No
2020,2501,No,No
2020,2502,Yes,Yes
2020,2503,No,No
2020,2504,No,No
2020,2505,No,No
2020,2506,No,No
2020,2507,No,No
2020,2508,No,No
2020,2509,No,No
2020,2510,No,No
2020,2511,No,No
2020,2512,Yes,Yes
2020,2513,Yes,Yes
2020,2514,Yes,Yes
2020,2515,Yes,Yes
2020,2516,No,No
2020,2517,No,No
2020,2518,No,No
2020,2519,Yes,Yes
2020,2520,No,No
2020,2521,No,No
2020,2522,Yes,Yes
2020,2523,No,No
2020,2524,No,No
2020,2525,Yes,Yes
2020,2526,No,No
2020,2527,Yes,Yes
2020,2528,No,No
2020,2529,No,No
2020,2530,No,No
2020,2531,No,No
2020,2532,No,No
2020,2533,No,No
2020,2534,No,No
2020,2535,No,No
2020,2536,No,No
2020,2537,No,No
2020,2538,No,No
2020,2539,No,No
2020,2540,No,No
2020,2541,No,No
2020,2542,No,No
2020,2543,No,No
2020,2544,No,No
2020,2545,No,No
2020,2546,No,No
2020,2547,No,No
2020,2548,No,No
2020,2549,Yes,Yes
2020,2550,No,No
2020,2551,No,No
2020,2552,Yes,Yes
2020,2553,No,No
2020,2554,No,No
2020,2555,No,No
2020,2556,No,No
2020,2557,No,No
2020,2558,No,No
2020,2559,No,No
2020,2560,Yes,Yes
2020,2561,No,No
2020,2562,No,No
2020,2563,No,No
2020,2564,No,No
2020,2565,Yes,Yes
2020,2566,No,No
2020,2567,No,No
2020,2568,No,No
2020,2569,No,No
2020,2570,No,No
2020,2571,No,No
2020,2572,Yes,Yes
2020,2573,No,No
2020,2574,No,No
2020,2575,No,No
2020,2576,Yes,Yes
2020,2577,No,No
2020,2578,No,No
2020,2579,No,No
2020,2580,Yes,Yes
2020,2581,No,No
2020,2582,No,No
2020,2583,No,No
2020,2584,No,No
2020,2585,Yes,Yes
2020,2586,No,No
2020,2587,No,No
2020,2588,No,No
2020,2589,Yes,Yes
2020,2590,Yes,Yes
2020,2591,No,No
2020,2592,No,No
2020,2593,No,No
2020,2594,No,No
2020,2595,No,No
2020,2596,No,No
2020,2597,No,No
2020,2598,No,No
2020,2599,Yes,Yes
2020,2600,No,No
2020,2601,No,No
2020,2602,No,No
2020,2603,Yes,Yes
2020,2604,No,No
2020,2605,No,No
2020,2606,No,No
2020,2607,No,No
2020,2608,No,No
2020,2609,No,No
2020,2610,No,No
2020,2611,No,No
2020,2612,No,No
2020,2613,No,No
2020,2614,No,No
2020,2615,No,No
2020,2616,No,No
2020,2617,Yes,Yes
2020,2618,No,No
2020,2619,Yes,Yes
2020,2620,No,No
2020,2621,No,No
2020,2622,No,No
2020,2623,No,No
2020,2624,No,No
2020,2625,No,No
2020,2626,No,No
2020,2627,No,No
2020,2628,No,No
2020,2629,No,No
2020,2630,No,No
2020,2631,No,No
2020,2632,No,No
2020,2633,No,No
2020,2634,No,No
2020,2635,No,No
2020,2636,No,No
2020,2637,No,No
2020,2638,No,No
2020,2639,No,No
2020,2640,Yes,Yes
2020,2641,No,No
2020,2642,No,No
2020,2643,No,No
2020,2644,No,No
2020,2645,No,No
2020,2646,No,No
2020,2647,No,No
2020,2648,Yes,Yes
2020,2649,No,No
2020,2650,Yes,Yes
2020,2651,No,No
2020,2652,No,No
2020,2653,No,No
2020,2654,No,No
2020,2655,No,No
2020,2656,No,No
2020,2657,No,No
2020,2658,Yes,Yes
2020,2659,No,No
2020,2660,No,No
2020,2661,No,No
2020,2662,No,No
2020,2663,No,No
2020,2664,Yes,Yes
2020,2665,No,No
2020,2666,No,No
